OPER_DT,BOR_CD,ADMD_CD,AMT_IND,LCLS_10_P,LCLS_20_P,LCLS_30_P,LCLS_40_P,LCLS_50_P,LCLS_60_P,LCLS_70_P,LCLS_80_P
20180407,1135,11350700,147.4%,35.3%,27.4%,28.2%,4.6%,3.4%,0.1%,0.4%,0.6%
20180407,1135,11350710,94.7%,33.0%,22.7%,35.4%,2.3%,4.5%,0.5%,0.9%,0.6%
20180407,1135,11350720,81.2%,34.9%,21.8%,36.2%,1.0%,3.4%,1.4%,1.0%,0.3%
20180408,1111,11110515,72.1%,30.2%,24.4%,25.9%,1.5%,16.3%,0.2%,0.9%,0.6%
20180408,1111,11110530,151.6%,22.2%,23.6%,27.2%,3.6%,20.7%,,1.0%,1.7%
20180408,1111,11110540,97.5%,15.2%,12.9%,17.0%,14.0%,38.0%,,2.2%,0.8%
20180408,1111,11110550,114.9%,36.8%,23.6%,26.6%,5.1%,6.9%,0.5%,0.5%,0.1%
20180408,1111,11110560,88.4%,37.3%,26.5%,28.8%,1.7%,5.2%,0.3%,,0.1%
20180408,1111,11110570,201.9%,27.2%,30.3%,29.0%,2.5%,9.8%,0.7%,0.3%,0.2%
20180408,1111,11110580,91.8%,35.1%,22.9%,28.4%,3.5%,9.2%,,0.3%,0.5%
20180408,1111,11110600,110.7%,16.2%,13.4%,19.3%,1.7%,40.8%,,7.8%,0.8%
20180408,1111,11110615,141.9%,26.7%,18.4%,26.2%,3.0%,24.0%,0.4%,1.1%,0.2%
20180408,1111,11110630,61.2%,29.7%,17.1%,31.1%,2.5%,18.2%,0.8%,0.4%,0.1%
20180408,1111,11110640,166.7%,18.3%,15.8%,21.4%,4.0%,38.0%,0.4%,1.6%,0.4%
20180408,1111,11110650,127.8%,26.2%,18.6%,26.3%,2.9%,24.7%,0.4%,0.8%,0.1%
20180408,1111,11110670,99.4%,36.6%,22.6%,28.6%,1.9%,8.9%,0.2%,1.3%,
20180408,1111,11110680,120.3%,45.6%,13.4%,24.8%,1.8%,9.8%,1.7%,2.9%,
20180408,1111,11110690,39.0%,18.9%,30.8%,34.3%,0.7%,11.6%,2.2%,0.9%,0.5%
20180408,1111,11110700,115.3%,38.6%,19.1%,30.4%,3.3%,7.8%,0.5%,0.2%,0.1%
20180408,1111,11110710,122.2%,30.4%,19.9%,32.2%,4.5%,10.9%,0.4%,1.6%,0.1%
20180408,1135,11350560,85.3%,37.1%,21.5%,30.1%,2.8%,7.2%,0.4%,0.9%,0.2%
20180408,1135,11350570,95.9%,34.8%,24.0%,31.1%,2.7%,5.9%,0.8%,0.4%,0.3%
20180408,1135,11350580,112.5%,30.4%,28.6%,32.6%,1.6%,5.6%,0.2%,0.3%,0.7%
20180408,1135,11350595,75.0%,30.7%,21.5%,31.4%,3.5%,11.2%,0.4%,1.0%,0.2%
20180408,1135,11350600,92.2%,30.7%,24.1%,29.5%,1.9%,11.4%,0.8%,1.0%,0.5%
20180408,1135,11350611,131.5%,31.6%,25.7%,28.7%,1.9%,10.7%,0.6%,0.6%,0.2%
20180408,1135,11350612,136.5%,32.8%,31.1%,25.9%,1.1%,5.3%,2.0%,1.1%,0.6%
20180408,1135,11350619,124.5%,29.6%,29.2%,29.3%,2.5%,8.2%,0.3%,0.4%,0.6%
20180408,1135,11350621,81.0%,31.6%,21.1%,35.5%,2.1%,8.3%,0.3%,0.3%,0.6%
20180408,1135,11350624,86.8%,23.9%,24.0%,37.1%,2.2%,10.9%,0.2%,1.0%,0.7%
20180408,1135,11350625,131.7%,31.3%,22.6%,33.0%,1.9%,9.1%,0.7%,1.0%,0.4%
20180408,1135,11350630,86.9%,27.7%,24.6%,32.9%,2.6%,10.8%,0.3%,0.8%,0.3%
20180408,1135,11350640,140.1%,32.7%,20.1%,30.6%,1.6%,12.8%,0.9%,0.5%,0.8%
20180408,1135,11350665,52.6%,35.7%,16.6%,30.9%,2.7%,11.2%,0.1%,2.8%,
20180408,1135,11350670,88.2%,37.2%,22.4%,31.2%,2.3%,4.0%,1.3%,0.4%,1.2%
20180408,1135,11350695,102.2%,29.4%,25.1%,31.5%,2.0%,10.6%,0.6%,0.3%,0.5%
20180408,1135,11350700,101.9%,41.2%,22.4%,29.9%,1.9%,3.1%,0.3%,0.6%,0.7%
20180408,1135,11350710,98.5%,31.2%,24.0%,31.6%,1.8%,8.8%,1.3%,0.9%,0.4%
20180408,1135,11350720,74.2%,32.9%,21.5%,32.6%,0.9%,9.8%,0.9%,1.4%,0.1%
20180409,1111,11110515,71.2%,32.9%,25.1%,34.4%,2.7%,3.3%,0.1%,1.4%,0.1%
20180409,1111,11110530,135.6%,28.8%,21.5%,37.7%,2.3%,7.3%,0.0%,1.7%,0.8%
20180409,1111,11110540,50.9%,25.0%,25.7%,30.2%,4.4%,12.4%,,1.7%,0.6%
20180409,1111,11110550,208.3%,42.6%,20.0%,27.6%,3.3%,3.7%,0.9%,1.7%,0.2%
20180409,1111,11110560,61.1%,40.6%,19.4%,33.7%,1.0%,2.8%,0.5%,2.1%,
20180409,1111,11110570,193.6%,28.3%,20.4%,38.4%,5.2%,7.0%,0.3%,0.4%,
20180409,1111,11110580,63.9%,36.6%,22.3%,28.7%,1.8%,8.2%,1.4%,,0.9%
20180409,1111,11110600,85.0%,30.4%,16.1%,35.9%,4.3%,8.2%,0.2%,4.4%,0.5%
20180409,1111,11110615,169.9%,31.1%,19.2%,38.1%,2.9%,6.8%,0.5%,1.3%,0.1%
20180409,1111,11110630,78.6%,31.6%,17.3%,42.9%,1.7%,4.6%,0.7%,1.1%,0.1%
20180409,1111,11110640,93.2%,30.4%,19.9%,35.8%,5.0%,5.8%,0.2%,2.6%,0.3%
20180409,1111,11110650,110.8%,34.0%,20.1%,32.0%,5.9%,6.4%,0.7%,0.7%,0.1%
20180409,1111,11110670,96.6%,43.6%,16.1%,33.0%,0.9%,4.5%,0.1%,1.6%,0.2%
20180409,1111,11110680,98.7%,49.4%,13.9%,31.0%,1.9%,2.7%,0.7%,0.4%,
20180409,1111,11110690,66.0%,25.2%,26.2%,40.1%,0.4%,3.8%,1.3%,2.5%,0.4%
20180409,1111,11110700,116.3%,33.0%,16.4%,24.0%,20.4%,3.3%,0.9%,1.7%,0.4%
20180409,1111,11110710,96.1%,33.9%,17.7%,36.6%,4.4%,5.8%,0.4%,1.1%,0.1%
20180409,1135,11350560,94.6%,36.7%,20.1%,34.2%,3.1%,4.2%,0.3%,1.1%,0.2%
20180409,1135,11350570,94.0%,37.4%,23.8%,32.8%,1.7%,2.8%,0.3%,0.7%,0.6%
20180409,1135,11350580,99.4%,28.7%,25.0%,39.5%,1.7%,3.4%,0.5%,0.5%,0.7%
20180409,1135,11350595,71.9%,34.3%,21.3%,35.7%,2.1%,5.0%,0.6%,0.7%,0.3%
20180409,1135,11350600,77.7%,31.8%,24.8%,34.3%,2.2%,4.6%,0.7%,1.1%,0.7%
20180409,1135,11350611,121.0%,32.2%,26.2%,34.0%,2.7%,2.9%,1.0%,0.7%,0.3%
20180409,1135,11350612,116.3%,35.1%,26.7%,31.6%,1.3%,4.2%,0.1%,0.5%,0.6%
20180409,1135,11350619,94.9%,31.6%,24.1%,35.4%,3.0%,4.5%,0.1%,0.8%,0.5%
20180409,1135,11350621,67.6%,31.5%,22.8%,36.4%,3.5%,3.6%,1.5%,0.3%,0.5%
20180409,1135,11350624,73.2%,29.5%,22.1%,42.7%,1.2%,2.4%,,1.4%,0.7%
20180409,1135,11350625,129.2%,37.3%,19.9%,36.0%,1.2%,3.8%,0.8%,0.9%,0.2%
20180409,1135,11350630,76.1%,28.9%,24.2%,38.4%,1.8%,5.1%,0.6%,0.6%,0.3%
20180409,1135,11350640,119.8%,38.0%,20.8%,32.9%,2.0%,4.8%,1.0%,0.3%,0.2%
20180409,1135,11350665,59.7%,46.0%,18.0%,30.4%,2.2%,1.6%,1.9%,,
20180409,1135,11350670,76.6%,38.5%,19.2%,34.6%,2.5%,3.3%,1.1%,0.3%,0.5%
20180409,1135,11350695,87.9%,33.5%,22.1%,33.3%,3.9%,5.7%,0.5%,0.8%,0.3%
20180409,1135,11350700,109.8%,37.3%,21.8%,34.8%,2.4%,1.3%,0.2%,1.2%,1.1%
20180409,1135,11350710,90.2%,35.7%,21.0%,37.9%,0.8%,2.9%,0.5%,0.9%,0.3%
20180409,1135,11350720,75.4%,32.7%,21.5%,36.3%,3.0%,4.1%,1.0%,0.9%,0.6%
20180410,1111,11110515,78.1%,31.0%,22.5%,35.2%,2.0%,7.7%,0.2%,0.7%,0.8%
20180410,1111,11110530,152.9%,25.7%,23.9%,37.3%,1.4%,9.9%,0.9%,0.8%,0.2%
20180410,1111,11110540,73.7%,16.9%,24.0%,28.0%,5.2%,21.7%,1.4%,2.7%,
20180410,1111,11110550,199.5%,40.3%,19.3%,29.9%,2.4%,5.9%,0.4%,1.7%,0.1%
20180410,1111,11110560,67.4%,35.0%,15.8%,35.1%,3.6%,10.5%,,,0.1%
20180410,1111,11110570,203.9%,30.0%,23.6%,32.5%,3.3%,9.1%,0.4%,0.7%,0.2%
20180410,1111,11110580,78.0%,36.5%,25.5%,25.6%,6.0%,6.2%,,0.3%,
20180410,1111,11110600,86.3%,26.9%,17.9%,40.5%,2.3%,7.4%,0.1%,3.8%,1.1%
20180410,1111,11110615,194.8%,26.5%,16.7%,37.8%,2.6%,14.8%,0.4%,1.1%,0.2%
20180410,1111,11110630,101.9%,28.4%,16.6%,38.6%,2.3%,12.6%,0.5%,0.8%,0.2%
20180410,1111,11110640,117.4%,26.3%,17.6%,31.1%,2.8%,20.1%,0.2%,1.8%,0.1%
20180410,1111,11110650,120.0%,35.2%,16.5%,31.7%,2.8%,11.8%,0.6%,1.3%,0.1%
20180410,1111,11110670,105.4%,37.8%,17.8%,34.7%,0.3%,6.3%,1.0%,2.0%,0.0%
20180410,1111,11110680,102.4%,41.1%,14.4%,32.1%,1.5%,8.8%,1.1%,1.0%,
20180410,1111,11110690,71.4%,22.5%,24.3%,36.0%,0.1%,14.6%,2.5%,,
20180410,1111,11110700,111.1%,35.3%,16.7%,30.6%,10.1%,5.6%,1.3%,0.4%,
20180410,1111,11110710,107.1%,31.5%,18.0%,35.5%,4.4%,8.4%,0.7%,1.3%,0.3%
20180410,1135,11350560,98.3%,36.3%,18.8%,34.0%,2.4%,6.9%,0.7%,0.5%,0.5%
20180410,1135,11350570,93.1%,36.4%,21.0%,35.6%,0.9%,4.7%,0.4%,0.7%,0.4%
20180410,1135,11350580,97.9%,29.1%,22.8%,37.2%,4.3%,5.1%,0.3%,0.7%,0.5%
20180410,1135,11350595,75.2%,31.4%,18.7%,34.9%,2.4%,10.2%,1.0%,1.2%,0.3%
20180410,1135,11350600,84.6%,31.4%,22.1%,31.1%,1.8%,11.1%,0.4%,0.9%,1.3%
20180410,1135,11350611,139.1%,28.5%,22.7%,34.3%,3.0%,10.2%,0.2%,0.9%,0.3%
20180410,1135,11350612,113.1%,37.7%,25.0%,31.0%,2.3%,2.7%,0.5%,0.3%,0.4%
20180410,1135,11350619,89.0%,33.7%,21.8%,36.9%,2.4%,4.4%,0.2%,0.3%,0.4%
20180410,1135,11350621,70.2%,29.6%,22.9%,35.2%,6.4%,4.5%,0.8%,0.3%,0.3%
20180410,1135,11350624,73.1%,28.6%,21.1%,38.8%,2.4%,7.2%,0.5%,0.9%,0.4%
20180410,1135,11350625,131.3%,32.6%,21.1%,38.6%,1.6%,4.6%,0.5%,0.6%,0.3%
20180410,1135,11350630,83.4%,25.3%,21.3%,38.9%,1.6%,10.7%,1.0%,0.9%,0.4%
20180410,1135,11350640,119.2%,32.7%,20.4%,35.2%,3.7%,7.3%,0.1%,0.5%,0.1%
20180410,1135,11350665,58.8%,43.3%,17.0%,27.7%,3.4%,8.4%,,,0.2%
20180410,1135,11350670,81.0%,39.4%,17.3%,31.7%,5.5%,4.3%,0.8%,0.5%,0.6%
20180410,1135,11350695,96.0%,27.4%,22.1%,32.7%,6.5%,10.0%,0.3%,0.6%,0.3%
20180410,1135,11350700,128.1%,35.4%,22.0%,30.2%,1.6%,9.0%,0.1%,0.8%,1.0%
20180410,1135,11350710,98.4%,33.5%,19.5%,34.5%,2.4%,7.7%,1.3%,0.8%,0.3%
20180410,1135,11350720,70.5%,35.3%,19.5%,33.4%,1.4%,9.0%,0.1%,1.0%,0.4%
20180411,1111,11110515,66.6%,32.2%,24.6%,35.1%,2.2%,4.1%,0.6%,0.9%,0.3%
20180411,1111,11110530,153.1%,27.5%,23.7%,37.0%,1.8%,7.0%,0.6%,1.4%,1.0%
20180411,1111,11110540,59.6%,19.0%,28.0%,36.5%,1.9%,11.5%,2.3%,0.9%,
20180411,1111,11110550,194.1%,42.8%,21.4%,28.1%,1.6%,3.7%,0.6%,1.6%,0.3%
20180411,1111,11110560,82.7%,34.0%,19.1%,35.9%,4.6%,4.6%,0.5%,1.1%,0.2%
20180411,1111,11110570,206.2%,26.9%,22.7%,34.8%,3.3%,8.7%,1.7%,1.9%,
20180411,1111,11110580,72.8%,36.3%,22.1%,30.5%,3.8%,6.5%,,0.6%,0.2%
20180411,1111,11110600,96.0%,30.0%,20.6%,37.8%,-0.1%,9.0%,0.6%,1.9%,0.1%
20180411,1111,11110615,179.7%,29.9%,20.1%,39.5%,2.5%,6.5%,0.4%,0.9%,0.1%
20180411,1111,11110630,101.0%,25.5%,15.0%,46.0%,5.1%,5.8%,0.4%,2.1%,0.0%
20180411,1111,11110640,113.4%,28.5%,19.5%,37.6%,4.9%,6.8%,0.5%,1.8%,0.2%
20180411,1111,11110650,105.8%,37.8%,18.6%,34.1%,2.6%,5.0%,0.4%,1.3%,0.1%
20180411,1111,11110670,95.1%,37.4%,16.4%,35.9%,1.1%,5.9%,0.1%,3.1%,0.2%
20180411,1111,11110680,115.7%,41.3%,20.4%,29.8%,1.5%,3.5%,1.7%,1.6%,0.1%
20180411,1111,11110690,56.6%,21.8%,24.5%,47.3%,0.2%,3.9%,,2.0%,0.3%
20180411,1111,11110700,117.3%,34.1%,17.5%,34.4%,8.1%,4.7%,0.4%,0.7%,0.1%
20180411,1111,11110710,109.8%,32.3%,19.8%,35.0%,4.8%,5.9%,0.5%,1.6%,0.1%
20180411,1135,11350560,97.4%,35.8%,19.2%,37.4%,2.4%,4.2%,0.1%,0.6%,0.2%
20180411,1135,11350570,98.9%,36.2%,23.6%,34.1%,1.7%,2.9%,0.5%,0.6%,0.4%
20180411,1135,11350580,104.9%,28.4%,23.5%,38.1%,3.1%,3.7%,1.1%,1.3%,0.7%
20180411,1135,11350595,73.6%,34.2%,19.7%,36.1%,3.7%,4.9%,0.7%,0.4%,0.3%
20180411,1135,11350600,82.9%,31.5%,22.7%,35.4%,2.0%,6.0%,1.1%,0.9%,0.4%
20180411,1135,11350611,135.3%,29.5%,24.7%,34.7%,4.9%,4.0%,1.0%,0.9%,0.4%
20180411,1135,11350612,126.2%,32.0%,29.8%,32.4%,1.0%,3.8%,0.2%,0.4%,0.4%
20180411,1135,11350619,92.7%,30.1%,24.8%,35.8%,2.4%,4.1%,0.1%,2.2%,0.5%
20180411,1135,11350621,73.1%,29.1%,25.1%,37.5%,3.4%,4.2%,0.1%,0.3%,0.3%
20180411,1135,11350624,79.3%,31.4%,21.9%,38.9%,2.2%,3.5%,0.6%,1.2%,0.4%
20180411,1135,11350625,131.5%,33.4%,24.6%,37.1%,1.1%,2.6%,0.4%,0.5%,0.3%
20180411,1135,11350630,81.0%,27.2%,20.9%,42.3%,2.0%,5.4%,0.9%,1.0%,0.4%
20180411,1135,11350640,129.7%,34.8%,21.0%,35.4%,2.7%,4.6%,0.5%,0.7%,0.3%
20180411,1135,11350665,57.6%,49.6%,14.2%,27.7%,2.8%,3.4%,0.3%,1.9%,
20180411,1135,11350670,74.1%,39.2%,17.5%,35.6%,2.5%,3.8%,0.1%,0.7%,0.5%
20180411,1135,11350695,88.6%,28.1%,24.0%,35.2%,7.3%,3.5%,0.6%,0.6%,0.6%
20180411,1135,11350700,114.3%,38.2%,22.0%,33.3%,1.9%,3.0%,0.6%,0.2%,0.8%
20180411,1135,11350710,88.0%,32.6%,25.5%,36.2%,1.1%,3.3%,0.6%,0.2%,0.5%
20180411,1135,11350720,70.6%,34.9%,18.4%,37.8%,1.5%,4.3%,1.7%,1.1%,0.4%
20180412,1111,11110515,68.3%,30.3%,24.5%,37.6%,1.6%,3.5%,0.9%,0.9%,0.7%
20180412,1111,11110530,154.9%,26.3%,22.2%,37.6%,4.0%,7.5%,0.3%,2.0%,0.2%
20180412,1111,11110540,58.9%,21.7%,21.5%,45.2%,5.4%,5.2%,,0.7%,0.3%
20180412,1111,11110550,183.9%,41.6%,22.2%,29.3%,1.9%,3.5%,0.6%,0.8%,0.1%
20180412,1111,11110560,76.0%,33.6%,19.7%,32.3%,2.1%,9.4%,,1.8%,1.1%
20180412,1111,11110570,210.7%,28.3%,23.5%,34.9%,4.0%,5.5%,1.3%,2.5%,0.0%
20180412,1111,11110580,88.9%,34.9%,22.0%,31.6%,4.1%,6.5%,,0.7%,0.3%
20180412,1111,11110600,101.4%,26.6%,16.8%,38.4%,5.0%,5.1%,2.5%,5.2%,0.4%
20180412,1111,11110615,182.5%,28.4%,19.5%,41.2%,2.3%,6.9%,0.3%,1.3%,0.2%
20180412,1111,11110630,94.5%,27.4%,18.7%,43.5%,3.9%,5.3%,0.4%,0.7%,0.2%
20180412,1111,11110640,114.6%,28.0%,18.7%,41.1%,2.9%,6.9%,0.5%,1.8%,0.1%
20180412,1111,11110650,107.5%,34.9%,19.1%,35.8%,3.5%,5.5%,0.3%,0.7%,0.0%
20180412,1111,11110670,95.5%,38.4%,15.7%,35.9%,2.9%,4.3%,1.2%,1.1%,0.5%
20180412,1111,11110680,108.5%,45.6%,14.1%,30.6%,1.0%,4.9%,,3.8%,
20180412,1111,11110690,81.9%,24.9%,25.3%,41.0%,0.4%,5.7%,1.1%,1.3%,0.2%
20180412,1111,11110700,106.5%,37.2%,17.8%,32.6%,6.2%,4.1%,1.6%,0.2%,0.2%
20180412,1111,11110710,113.1%,33.8%,19.4%,34.1%,4.0%,5.9%,0.9%,1.6%,0.3%
20180412,1135,11350560,103.5%,35.9%,19.5%,37.0%,2.4%,4.0%,0.6%,0.4%,0.2%
20180412,1135,11350570,93.0%,37.0%,22.1%,35.5%,1.7%,2.6%,0.2%,0.3%,0.5%
20180412,1135,11350580,98.5%,29.6%,22.9%,41.4%,1.9%,2.7%,0.6%,0.4%,0.5%
20180412,1135,11350595,74.6%,31.3%,20.7%,37.5%,2.8%,5.5%,1.0%,1.0%,0.3%
20180412,1135,11350600,82.0%,33.0%,24.3%,33.7%,2.2%,5.1%,0.4%,0.8%,0.4%
20180412,1135,11350611,132.8%,31.8%,23.1%,35.7%,3.9%,3.9%,0.4%,0.8%,0.4%
20180412,1135,11350612,125.0%,35.9%,24.5%,32.8%,2.3%,2.9%,0.3%,0.8%,0.4%
20180412,1135,11350619,100.3%,30.5%,23.2%,39.2%,2.8%,3.2%,0.5%,0.1%,0.5%
20180412,1135,11350621,75.3%,31.6%,21.9%,39.7%,3.9%,2.0%,0.0%,0.3%,0.5%
20180412,1135,11350624,78.4%,31.4%,21.3%,39.3%,2.7%,3.3%,,1.8%,0.2%
20180412,1135,11350625,131.8%,34.7%,20.4%,39.6%,1.1%,2.9%,0.6%,0.6%,0.2%
20180412,1135,11350630,85.5%,27.7%,23.7%,40.2%,2.2%,3.9%,0.7%,1.1%,0.4%
20180412,1135,11350640,121.4%,34.3%,21.4%,36.5%,1.9%,4.1%,0.8%,0.6%,0.4%
20180412,1135,11350665,57.3%,41.8%,18.8%,28.7%,2.9%,7.8%,,,
20180412,1135,11350670,78.2%,38.5%,19.0%,36.6%,2.6%,2.0%,0.1%,0.5%,0.6%
20180412,1135,11350695,100.0%,26.6%,25.3%,36.8%,5.6%,4.1%,0.5%,0.5%,0.6%
20180412,1135,11350700,120.8%,33.6%,22.9%,38.5%,1.2%,3.0%,0.1%,0.2%,0.5%
20180412,1135,11350710,87.1%,33.3%,26.5%,33.5%,2.3%,2.8%,0.8%,0.7%,0.3%
20180412,1135,11350720,80.4%,32.2%,20.6%,39.7%,2.5%,2.3%,0.5%,1.8%,0.4%
20180413,1111,11110515,74.6%,30.7%,27.2%,33.8%,2.4%,3.5%,1.2%,1.1%,0.2%
20180413,1111,11110530,155.0%,25.6%,25.9%,36.6%,2.2%,7.5%,0.2%,1.1%,0.9%
20180413,1111,11110540,68.9%,17.3%,30.5%,38.5%,6.8%,5.0%,0.4%,0.8%,0.8%
20180413,1111,11110550,167.0%,39.9%,23.5%,29.7%,1.1%,4.3%,0.5%,0.8%,0.2%
20180413,1111,11110560,69.1%,38.4%,19.2%,34.4%,1.7%,3.6%,,2.7%,
20180413,1111,11110570,223.9%,29.6%,25.0%,33.6%,5.0%,5.0%,0.8%,0.7%,0.2%
20180413,1111,11110580,94.7%,36.3%,23.8%,28.2%,5.9%,3.2%,2.3%,0.3%,0.0%
20180413,1111,11110600,101.7%,23.8%,19.6%,39.1%,2.1%,7.3%,0.7%,6.5%,0.9%
20180413,1111,11110615,189.5%,27.5%,19.4%,42.0%,2.3%,6.9%,0.3%,1.4%,0.2%
20180413,1111,11110630,114.1%,29.2%,18.9%,41.9%,0.6%,5.7%,0.5%,1.8%,1.4%
20180413,1111,11110640,116.7%,29.6%,19.4%,38.2%,4.2%,6.2%,0.7%,1.5%,0.2%
20180413,1111,11110650,114.8%,34.5%,21.8%,34.9%,2.0%,4.7%,0.4%,1.2%,0.5%
20180413,1111,11110670,101.8%,37.7%,17.1%,39.9%,0.9%,2.2%,0.2%,2.0%,0.1%
20180413,1111,11110680,106.7%,41.8%,15.8%,34.7%,1.4%,3.0%,0.1%,3.2%,
20180413,1111,11110690,67.7%,21.3%,29.2%,40.8%,,4.7%,3.6%,0.1%,0.3%
20180413,1111,11110700,112.5%,36.3%,19.5%,31.5%,5.1%,5.1%,1.3%,1.0%,0.1%
20180413,1111,11110710,118.4%,32.6%,19.0%,36.4%,5.4%,5.4%,0.4%,0.8%,0.1%
20180413,1135,11350560,98.6%,35.4%,20.1%,36.0%,2.9%,4.3%,0.6%,0.5%,0.2%
20180413,1135,11350570,98.8%,35.1%,23.5%,34.3%,2.1%,3.0%,0.8%,0.6%,0.6%
20180413,1135,11350580,107.0%,26.1%,27.8%,39.2%,2.2%,3.3%,0.4%,0.4%,0.6%
20180413,1135,11350595,73.0%,34.1%,20.9%,36.1%,1.7%,4.5%,1.0%,1.4%,0.4%
20180413,1135,11350600,89.1%,33.6%,23.9%,33.8%,2.4%,5.0%,0.2%,0.7%,0.4%
20180413,1135,11350611,144.4%,30.7%,24.2%,35.7%,3.2%,3.8%,0.9%,1.2%,0.4%
20180413,1135,11350612,148.0%,29.6%,31.6%,32.4%,1.5%,3.7%,,0.7%,0.6%
20180413,1135,11350619,106.2%,29.5%,27.0%,35.9%,2.5%,3.7%,0.2%,0.7%,0.5%
20180413,1135,11350621,76.3%,30.6%,23.7%,39.4%,3.3%,1.9%,0.3%,0.1%,0.6%
20180413,1135,11350624,83.6%,27.5%,23.8%,43.6%,1.0%,2.2%,0.8%,0.1%,1.1%
20180413,1135,11350625,149.6%,33.3%,22.1%,38.7%,1.4%,3.0%,0.2%,1.0%,0.4%
20180413,1135,11350630,89.8%,25.3%,23.4%,41.4%,1.9%,5.7%,0.8%,1.0%,0.5%
20180413,1135,11350640,142.8%,34.1%,21.8%,35.9%,1.9%,4.2%,0.6%,1.1%,0.4%
20180413,1135,11350665,53.6%,43.9%,15.0%,33.2%,2.9%,4.0%,,0.9%,0.1%
20180413,1135,11350670,87.2%,38.0%,20.7%,33.2%,2.4%,3.5%,1.0%,0.7%,0.4%
20180413,1135,11350695,102.7%,31.2%,25.5%,35.4%,2.4%,3.6%,0.7%,0.4%,0.7%
20180413,1135,11350700,151.4%,40.6%,23.0%,30.1%,0.3%,3.7%,0.1%,0.1%,2.1%
20180413,1135,11350710,99.0%,29.5%,23.4%,39.8%,1.7%,3.5%,0.7%,1.0%,0.4%
20180413,1135,11350720,83.9%,29.6%,24.2%,38.7%,1.4%,4.0%,0.5%,1.3%,0.3%
20180414,1111,11110515,70.8%,33.1%,25.5%,29.9%,3.8%,6.0%,0.2%,1.3%,0.1%
20180414,1111,11110530,114.6%,26.6%,23.5%,30.5%,2.5%,11.7%,0.6%,2.2%,2.4%
20180414,1111,11110540,77.6%,20.4%,25.6%,28.3%,7.2%,17.5%,0.6%,,0.3%
20180414,1111,11110550,112.1%,38.8%,24.9%,26.6%,3.2%,5.3%,0.7%,0.3%,0.1%
20180414,1111,11110560,72.4%,30.4%,27.5%,33.0%,3.6%,5.2%,,0.3%,
20180414,1111,11110570,225.0%,32.7%,25.3%,30.3%,4.5%,5.8%,0.3%,0.9%,0.1%
20180414,1111,11110580,75.8%,34.4%,23.8%,30.6%,4.9%,5.3%,,0.5%,0.4%
20180414,1111,11110600,86.1%,22.5%,16.6%,28.4%,5.0%,22.7%,0.3%,4.3%,0.2%
20180414,1111,11110615,163.9%,25.7%,21.1%,32.7%,2.3%,15.9%,0.5%,1.4%,0.4%
20180414,1111,11110630,77.5%,29.8%,18.7%,37.3%,1.8%,9.8%,0.8%,1.7%,0.2%
20180414,1111,11110640,112.4%,25.2%,22.6%,35.3%,2.8%,11.2%,0.4%,2.3%,0.3%
20180414,1111,11110650,112.4%,32.8%,19.7%,31.0%,2.4%,10.1%,1.3%,2.6%,0.1%
20180414,1111,11110670,89.5%,36.9%,16.8%,35.8%,1.0%,6.7%,1.0%,1.5%,0.3%
20180414,1111,11110680,105.4%,43.8%,17.3%,23.5%,1.8%,9.8%,2.6%,1.2%,
20180414,1111,11110690,37.5%,14.7%,37.5%,36.5%,0.2%,7.1%,,3.3%,0.5%
20180414,1111,11110700,112.8%,41.8%,19.3%,27.9%,4.8%,4.7%,0.4%,0.9%,0.2%
20180414,1111,11110710,114.8%,32.0%,21.3%,29.0%,5.0%,11.2%,0.7%,0.7%,0.1%
20180414,1135,11350560,88.4%,35.7%,24.6%,30.2%,2.2%,5.7%,0.6%,0.8%,0.3%
20180414,1135,11350570,78.8%,36.3%,24.1%,31.4%,1.3%,4.8%,0.7%,1.2%,0.2%
20180414,1135,11350580,106.9%,26.8%,24.7%,38.3%,1.8%,6.2%,0.9%,0.8%,0.5%
20180414,1135,11350595,70.8%,32.1%,23.3%,33.4%,1.9%,7.4%,0.6%,0.9%,0.4%
20180414,1135,11350600,90.0%,31.5%,26.0%,31.0%,2.1%,8.0%,0.2%,0.7%,0.5%
20180414,1135,11350611,129.3%,34.8%,26.4%,31.2%,1.4%,5.0%,0.2%,0.8%,0.3%
20180414,1135,11350612,151.6%,36.2%,28.1%,29.4%,1.5%,3.7%,,0.5%,0.5%
20180414,1135,11350619,134.2%,28.5%,30.9%,30.8%,1.6%,7.0%,0.1%,0.7%,0.3%
20180414,1135,11350621,79.4%,32.7%,24.0%,36.1%,2.8%,3.6%,0.1%,0.4%,0.3%
20180414,1135,11350624,85.4%,31.7%,23.8%,33.9%,3.2%,5.5%,0.8%,0.4%,0.8%
20180414,1135,11350625,128.8%,33.5%,25.8%,33.0%,1.1%,5.1%,0.5%,0.6%,0.5%
20180414,1135,11350630,86.3%,27.3%,24.0%,39.2%,1.1%,6.7%,0.5%,0.7%,0.4%
20180414,1135,11350640,146.7%,31.5%,25.8%,33.1%,1.7%,6.4%,0.6%,0.6%,0.4%
20180414,1135,11350665,68.3%,39.8%,22.3%,28.1%,1.2%,7.0%,,1.4%,0.2%
20180414,1135,11350670,85.6%,36.2%,23.1%,31.7%,2.0%,4.5%,0.6%,1.0%,0.8%
20180414,1135,11350695,108.0%,29.5%,25.9%,31.7%,3.5%,7.5%,0.2%,0.9%,0.7%
